own_it,card_number,card_name,rarity,exclusive_pack,type,hp,stage,pack_points,retreat_cost__effect,how_to_get
,A1 001,Bulbasaur,◇,Genetic Apex (A1)Mewtwo,Grass,70,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Vine Whip"", ""img_alts"": [""Grass"", ""Colorless""], ""description"": ""40""}]}",Open Genetic Apex (A1) Mewtwo packs
,A2a 043,Meditite,◇,Triumphant Light (A2a)Arceus,Fighting,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Kick"", ""img_alts"": [""Fighting""], ""description"": ""20""}]}",Open Triumphant Light (A2a) packs
,A2a 044,Medicham,◇◇,Triumphant Light (A2a)Arceus,Fighting,100,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Kick Shot"", ""img_alts"": [""Fighting""], ""description"": ""80 Flip a coin. If tails, this attack does nothing.""}]}",Open Triumphant Light (A2a) packs
,A2a 045,Gible,◇,Triumphant Light (A2a)Arceus,Fighting,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Tackle"", ""img_alts"": [""Fighting""], ""description"": ""20""}]}",Open Triumphant Light (A2a) packs
,A2a 046,Gabite,◇,Triumphant Light (A2a)Arceus,Fighting,80,Stage 1,35  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Sharp Scythe"", ""img_alts"": [""Fighting""], ""description"": ""30""}]}",Open Triumphant Light (A2a) packs
,A2a 047,Garchomp ex,◇◇◇◇,Triumphant Light (A2a)Arceus,Fighting,170,Stage 2,500  Pts,"{""stage"": ""Stage 2"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Linear Attack"", ""img_alts"": [""Fighting""], ""description"": ""This attack does 50 damage to 1 of your opponent’s Pokémon.""}, {""name"": ""Dragon Claw"", ""img_alts"": [""Fighting 2"", ""Colorless""], ""description"": ""100""}]}",Open Triumphant Light (A2a) packs
,A2a 048,Zubat,◇,Triumphant Light (A2a)Arceus,Darkness,50,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Bite"", ""img_alts"": [""Darkness""], ""description"": ""20""}]}",Open Triumphant Light (A2a) packs
,A2a 049,Golbat,◇,Triumphant Light (A2a)Arceus,Darkness,80,Stage 1,35  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Bite"", ""img_alts"": [""Darkness""], ""description"": ""30""}]}",Open Triumphant Light (A2a) packs
,A2a 050,Crobat,◇◇◇,Triumphant Light (A2a)Arceus,Darkness,110,Stage 2,150  Pts,"{""stage"": ""Stage 2"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Cunning Link"", ""ability_text"": ""Cunning Link Once during your turn, if you have Arceus or Arceus ex in play, you may do 30 damage to your opponent's Active Pokemon."", ""attacks"": [{""name"": ""Darkness Fang"", ""img_alts"": [""Darkness""], ""description"": ""50""}]}",Open Triumphant Light (A2a) packs
,A2a 051,Croagunk,◇,Triumphant Light (A2a)Arceus,Darkness,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Beat"", ""img_alts"": [""Darkness""], ""description"": ""20""}]}",Open Triumphant Light (A2a) packs
,A2a 052,Toxicroak,◇◇,Triumphant Light (A2a)Arceus,Darkness,100,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Toxic"", ""img_alts"": [""Darkness""], ""description"": ""Your opponent's Active Pokemon is now Poisoned. Do 20 damage to this Pokemon instead of the usual amount for this Special Condition.""}]}",Open Triumphant Light (A2a) packs
,A2a 053,Magnemite,◇,Triumphant Light (A2a)Arceus,Metal,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Tackle"", ""img_alts"": [""Metal""], ""description"": ""20""}]}",Open Triumphant Light (A2a) packs
,A2a 054,Magneton,◇,Triumphant Light (A2a)Arceus,Metal,90,Stage 1,35  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Rolling Attack"", ""img_alts"": [""Metal"", ""Colorless""], ""description"": ""30""}]}",Open Triumphant Light (A2a) packs
,A2a 055,Magnezone,◇◇◇,Triumphant Light (A2a)Arceus,Metal,140,Stage 2,150  Pts,"{""stage"": ""Stage 2"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Resilience Link"", ""ability_text"": ""Resilience Link If you have Arceus or Arceus ex in play, this Pokemon takes -30 damage from attacks."", ""attacks"": [{""name"": ""Power Beam"", ""img_alts"": [""Metal 2"", ""Colorless""], ""description"": ""80""}]}",Open Triumphant Light (A2a) packs
,A2a 056,Mawile,◇,Triumphant Light (A2a)Arceus,Metal,70,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Iron Beam Breaker"", ""img_alts"": [""Colorless""], ""description"": ""20+ If your opponent's Active Pokemon is a Metal Pokemon, this attack does 30 more damage.""}]}",Open Triumphant Light (A2a) packs
,A2a 057,Probopass ex,◇◇◇◇,Triumphant Light (A2a)Arceus,Metal,160,Stage 1,500  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Defensive Unit"", ""img_alts"": [""Metal 2"", ""Colorless""], ""description"": ""90 During your opponent's next turn, this Pokemon takes -20 damage from attacks.""}]}",Open Triumphant Light (A2a) packs
,A2a 058,Bronzor,◇,Triumphant Light (A2a)Arceus,Metal,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Ram"", ""img_alts"": [""Colorless""], ""description"": ""10""}]}",Open Triumphant Light (A2a) packs
,A2a 059,Bronzong,◇◇,Triumphant Light (A2a)Arceus,Metal,120,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Psychic"", ""img_alts"": [""Colorless 3""], ""description"": ""50+ This attack does 20 more damage for each Energy attached to your opponent's Active Pokemon.""}]}",Open Triumphant Light (A2a) packs
,A2a 060,Origin Forme Dialga,◇◇◇,Triumphant Light (A2a)Arceus,Metal,120,Basic,150  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Time Mash"", ""img_alts"": [""Metal 2"", ""Colorless""], ""description"": ""100 Flip a coin. If tails, during your next turn, this Pokemon can't attack.""}]}",Open Triumphant Light (A2a) packs
,A2a 061,Giratina,◇◇◇,Triumphant Light (A2a)Arceus,Dragon,120,Basic,150  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Crisis Dive"", ""img_alts"": [""Psychic"", ""Grass"", ""Colorless""], ""description"": ""120 Discard 2 random Energy from this Pokemon.""}]}",Open Triumphant Light (A2a) packs
,A2a 062,Eevee,◇,Triumphant Light (A2a)Arceus,Colorless,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Tail Whap"", ""img_alts"": [""Colorless 2""], ""description"": ""30""}]}",Open Triumphant Light (A2a) packs
,A2a 063,Snorlax,◇◇,Triumphant Light (A2a)Arceus,Colorless,140,Basic,70  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Collapse"", ""img_alts"": [""Colorless 4""], ""description"": ""100 This Pokemon is now Asleep.""}]}",Open Triumphant Light (A2a) packs
,A2a 064,Hoothoot,◇,Triumphant Light (A2a)Arceus,Colorless,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Peck"", ""img_alts"": [""Colorless""], ""description"": ""20""}]}",Open Triumphant Light (A2a) packs
,A2a 065,Noctowl,◇◇,Triumphant Light (A2a)Arceus,Colorless,100,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Silent Wing"", ""img_alts"": [""Colorless 2""], ""description"": ""50 Your opponent reveals their hand.""}]}",Open Triumphant Light (A2a) packs
,A2a 066,Starly,◇,Triumphant Light (A2a)Arceus,Colorless,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Glide"", ""img_alts"": [""Colorless""], ""description"": ""20""}]}",Open Triumphant Light (A2a) packs
,A2a 067,Staravia,◇,Triumphant Light (A2a)Arceus,Colorless,80,Stage 1,35  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Wing Attaack"", ""img_alts"": [""Colorless""], ""description"": ""30""}]}",Open Triumphant Light (A2a) packs
,A2a 068,Staraptor,◇◇,Triumphant Light (A2a)Arceus,Colorless,150,Stage 2,70  Pts,"{""stage"": ""Stage 2"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Brave Bird"", ""img_alts"": [""Colorless 3""], ""description"": ""130 This Pokemon also does 20 damage to itself.""}]}",Open Triumphant Light (A2a) packs
,A2a 069,Shaymin,◇◇◇,Triumphant Light (A2a)Arceus,Colorless,70,Basic,150  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Sky Support"", ""ability_text"": ""Sky Support As long as this Pokemon is on your Bench, your Active Basic Pokemon's Retreat Cost is 1 less."", ""attacks"": [{""name"": ""Flap"", ""img_alts"": [""Colorless 2""], ""description"": ""30""}]}",Open Triumphant Light (A2a) packs
,A2a 070,Arceus,◇◇◇,Triumphant Light (A2a)Arceus,Colorless,120,Basic,150  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Power Blast"", ""img_alts"": [""Colorless 4""], ""description"": ""100 Discard a random Energy from this Pokemon.""}]}",Open Triumphant Light (A2a) packs
,A2a 071,Arceus ex,◇◇◇◇,Triumphant Light (A2a)Arceus,Colorless,140,Basic,500  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Fabled Luster"", ""ability_text"": ""Fabled Luster This Pokemon can't be affected by any Special Conditions."", ""attacks"": [{""name"": ""Ultimate Force"", ""img_alts"": [""Colorless 3""], ""description"": ""70+ This attack does 20 more damage for each of your Benched Pokemon.""}]}",Open Triumphant Light (A2a) packs
,A2a 072,Irida,◇◇,Triumphant Light (A2a)Arceus,Supporter,N/A,N/A,70  Pts,Heal 40 damage from each of your Pokemon that has any Water Energy attached.,Open Triumphant Light (A2a) packs
,A2a 073,Celestic Town Elder,◇◇,Triumphant Light (A2a)Arceus,Supporter,N/A,N/A,70  Pts,Put 1 random Basic Pokemon from your discard pile into your hand.,Open Triumphant Light (A2a) packs
,A2a 074,Barry,◇◇,Triumphant Light (A2a)Arceus,Supporter,N/A,N/A,70  Pts,"During this turn, attacks used by your Snorlax, Heracross, and Staraptor cost 2 less Colorless Energy.",Open Triumphant Light (A2a) packs
,A2a 075,Adaman,◇◇,Triumphant Light (A2a)Arceus,Supporter,N/A,N/A,70  Pts,"During your opponent's next turn, all of your Metal Pokemon take -20 damage from attacks from your opponent's Pokemon.",Open Triumphant Light (A2a) packs
,A2a 076,Houndoom,☆,Triumphant Light (A2a)Arceus,Fire,100,Stage 1,400  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Corner"", ""img_alts"": [""Fire"", ""Colorless""], ""description"": ""60 During your opponent's next turn, the Defending Pokemon can't retreat.""}]}",Open Triumphant Light (A2a) packs
,A2a 077,Marill,☆,Triumphant Light (A2a)Arceus,Water,60,Basic,400  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Water Gun"", ""img_alts"": [""Water""], ""description"": ""20""}]}",Open Triumphant Light (A2a) packs
,A2a 078,Unown,☆,Triumphant Light (A2a)Arceus,Psychic,60,Basic,400  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""CHECK"", ""ability_text"": ""CHECK Once during your turn, you may choose either player. Look at the top of that player's deck."", ""attacks"": [{""name"": ""Hidden Power"", ""img_alts"": [""Colorless""], ""description"": ""20""}]}",Open Triumphant Light (A2a) packs
,A2a 079,Sudowoodo,☆,Triumphant Light (A2a)Arceus,Fighting,80,Basic,400  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Fighting Headbutt"", ""img_alts"": [""Fighting""], ""description"": ""20+ If your opponent's Active Pokemon is a Pokemon ex, this attack does 30 more damage.""}]}",Open Triumphant Light (A2a) packs
,A2a 080,Magnemite,☆,Triumphant Light (A2a)Arceus,Metal,60,Basic,400  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Tackle"", ""img_alts"": [""Metal""], ""description"": ""20""}]}",Open Triumphant Light (A2a) packs
,A2a 081,Shaymin,☆,Triumphant Light (A2a)Arceus,Colorless,70,Basic,400  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Sky Support"", ""ability_text"": ""Sky Support As long as this Pokemon is on your Bench, your Active Basic Pokemon's Retreat Cost is 1 less."", ""attacks"": [{""name"": ""Flap"", ""img_alts"": [""Colorless 2""], ""description"": ""30""}]}",Open Triumphant Light (A2a) packs
,A2a 082,Leafeon ex,☆☆,Triumphant Light (A2a)Arceus,Grass,140,Stage 1,1250  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Forest Breath"", ""ability_text"": ""Forest Breath Once during your turn, if this Pokemon is in the Active Spot, you may take a Grass Energy from your Energy Zone and attach it to 1 of your Grass Pokemon."", ""attacks"": [{""name"": ""Solar Beam"", ""img_alts"": [""Grass"", ""Colorless 2""], ""description"": ""70""}]}",Open Triumphant Light (A2a) packs
,A2a 083,Glaceon ex,☆☆,Triumphant Light (A2a)Arceus,Water,140,Stage 1,1250  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Snowy Terrain"", ""ability_text"": ""Snowy Terrain During Pokemon Checkup, if this Pokemon is in the Active Spot, do 10 damage to your opponent's Active Pokemon."", ""attacks"": [{""name"": ""Freezing Wind"", ""img_alts"": [""Water 2"", ""Colorless""], ""description"": ""90""}]}",Open Triumphant Light (A2a) packs
,A2a 084,Garchomp ex,☆☆,Triumphant Light (A2a)Arceus,Fighting,170,Stage 2,1250  Pts,"{""stage"": ""Stage 2"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Linear Attack"", ""img_alts"": [""Fighting""], ""description"": ""This attack does 50 damage to 1 of your opponent’s Pokémon.""}, {""name"": ""Dragon Claw"", ""img_alts"": [""Fighting 2"", ""Colorless""], ""description"": ""100""}]}",Open Triumphant Light (A2a) packs
,A2a 085,Probopass ex,☆☆,Triumphant Light (A2a)Arceus,Metal,160,Stage 1,1250  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Defensive Unit"", ""img_alts"": [""Metal 2"", ""Colorless""], ""description"": ""90 During your opponent's next turn, this Pokemon takes -20 damage from attacks.""}]}",Open Triumphant Light (A2a) packs
,A2a 086,Arceus ex,☆☆,Triumphant Light (A2a)Arceus,Colorless,140,Basic,1250  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Fabled Luster"", ""ability_text"": ""Fabled Luster This Pokemon can't be affected by any Special Conditions."", ""attacks"": [{""name"": ""Ultimate Force"", ""img_alts"": [""Colorless 3""], ""description"": ""70+ This attack does 20 more damage for each of your Benched Pokemon.""}]}",Open Triumphant Light (A2a) packs
,A2a 087,Irida,☆☆,Triumphant Light (A2a)Arceus,Supporter,N/A,N/A,1250  Pts,Heal 40 damage from each of your Pokemon that has any Water Energy attached.,Open Triumphant Light (A2a) packs
,A2a 088,Celestic Town Elder,☆☆,Triumphant Light (A2a)Arceus,Supporter,N/A,N/A,1250  Pts,Put 1 random Basic Pokemon from your discard pile into your hand.,Open Triumphant Light (A2a) packs
,A2a 089,Barry,☆☆,Triumphant Light (A2a)Arceus,Supporter,N/A,N/A,1250  Pts,"During this turn, attacks used by your Snorlax, Heracross, and Staraptor cost 2 less Colorless Energy.",Open Triumphant Light (A2a) packs
